x,y,z
-0.128793,-0.03115,0.19843
-0.119386,-0.0285773,0.194866
-0.115528,-0.0276301,0.198023
-0.111596,-0.0266472,0.201075
-0.102145,-0.0239823,0.195797
-0.0982825,-0.0229838,0.198487
-0.0943577,-0.0219528,0.20107
-0.0903733,-0.0208897,0.203547
-0.0996311,-0.0239089,0.231354
-0.132845,-0.0344129,0.311355
-0.162483,-0.0439154,0.394154
-0.0891378,-0.021124,0.247923
-0.0909841,-0.021862,0.267775
-0.159053,-0.0436744,0.469676
-0.107899,-0.0275877,0.355209
-0.0941325,-0.0233471,0.339012
-0.105307,-0.0271247,0.406581
-0.137322,-0.0377199,0.568535
-0.126425,-0.0343972,0.581795
-0.0973232,-0.0250503,0.508794
-0.217254,-0.146428,0.0513584
-0.2168,-0.14662,0.058212
-0.223494,-0.15193,0.0657624
-0.230799,-0.157713,0.0738725
-0.237887,-0.163376,0.0824831
-0.236738,-0.163117,0.0900224
-0.219518,-0.151187,0.0938858
-0.21104,-0.145542,0.0989729
-0.209584,-0.144987,0.105663
-0.207989,-0.144325,0.112311
-0.206258,-0.143555,0.118912
-0.211277,-0.147762,0.128244
-0.209207,-0.146744,0.134962
-0.192763,-0.135034,0.134809
-0.169108,-0.117866,0.129838
-0.145861,-0.100886,0.123407
-0.123065,-0.0841293,0.115534
-0.121404,-0.0831774,0.119408
-0.125975,-0.0869282,0.127526
-0.124062,-0.0857855,0.1315
-0.122071,-0.0845744,0.135415
-0.120003,-0.0832954,0.139267
-0.124402,-0.0869601,0.148719
-0.128473,-0.0903951,0.15853
-0.125921,-0.0887458,0.1626
-0.123292,-0.0870241,0.166588
-0.120586,-0.0852308,0.170493
-0.14811,-0.107335,0.217965
-0.14988,-0.109095,0.229762
-0.145843,-0.106298,0.234548
-0.151699,-0.111287,0.253324
-0.142091,-0.104067,0.25057
-0.133217,-0.0973794,0.248112
-0.128848,-0.0942363,0.252359
-0.111091,-0.0803668,0.233001
-0.111052,-0.0806178,0.243938
-0.0902712,-0.0641762,0.21475
-0.102526,-0.0742988,0.250839
-0.0981756,-0.0710361,0.254078
-0.0685925,-0.047243,0.197414
-0.0724292,-0.0505435,0.217355
-0.0654903,-0.0450495,0.210576
-0.0620366,-0.0423793,0.212592
-0.0585519,-0.0396654,0.214494
-0.0522762,-0.0346273,0.206943
-0.0515002,-0.0341141,0.217946
-0.0479383,-0.0312803,0.219494
-0.0443556,-0.0284102,0.220923
-0.0387701,-0.0238444,0.212571
-0.0389263,-0.0240699,0.23314
-0.0413005,-0.0261652,0.272408
-0.037942,-0.0234283,0.282448
-0.0331422,-0.0194509,0.283521
-0.0303238,-0.0171329,0.304259
-0.0436404,-0.0285713,0.536788
-0.099361,-0.142992,0.0450694
-0.104466,-0.151516,0.0499185
-0.104113,-0.15151,0.0547311
-0.0983607,-0.142977,0.0587195
-0.0979008,-0.14277,0.0632541
-0.0973788,-0.142461,0.067776
-0.0967952,-0.142051,0.0722819
-0.0961509,-0.141539,0.0767687
-0.0954465,-0.140926,0.0812334
-0.094683,-0.140212,0.085673
-0.0938611,-0.139398,0.0900843
-0.088463,-0.131141,0.09188
-0.0826092,-0.122081,0.0928798
-0.0817266,-0.121089,0.0967179
-0.0807953,-0.12001,0.10052
-0.0798164,-0.118843,0.104284
-0.0740719,-0.109783,0.10391
-0.0730699,-0.108531,0.107352
-0.0674491,-0.0995717,0.106182
-0.0754432,-0.113317,0.118905
-0.0742406,-0.111725,0.122439
-0.0729965,-0.11005,0.125919
-0.0717119,-0.108293,0.129344
-0.070388,-0.106457,0.132711
-0.069026,-0.10454,0.136017
-0.067627,-0.102546,0.13926
-0.0736072,-0.113199,0.154444
-0.0944212,-0.149477,0.1964
-0.0921599,-0.146134,0.200973
-0.096711,-0.154586,0.218563
-0.0941629,-0.150735,0.223273
-0.091567,-0.146771,0.227861
-0.0951978,-0.153702,0.246485
-0.0830458,-0.132887,0.229032
-0.0865998,-0.13968,0.248651
-0.0837242,-0.135114,0.252879
-0.0779454,-0.125343,0.248856
-0.07786,-0.125674,0.260905
-0.0722383,-0.116073,0.256293
-0.0718608,-0.115844,0.268338
-0.070982,-0.114707,0.279635
-0.0678054,-0.109389,0.283081
-0.066774,-0.107939,0.295289
-0.059533,-0.0951198,0.281345
-0.0525336,-0.0826458,0.265899
-0.0479912,-0.0746034,0.260054
-0.0434843,-0.0665642,0.252949
-0.0362303,-0.0533612,0.227583
-0.0324228,-0.0464809,0.219679
-0.0301779,-0.0424714,0.221093
-0.0279293,-0.0384235,0.222385
-0.0256788,-0.0343401,0.223556
-0.0234278,-0.0302239,0.224603
-0.0220116,-0.027662,0.235366
-0.0244783,-0.0324887,0.303407
-0.0332376,-0.14129,0.045449
-0.0329974,-0.14127,0.0492443
-0.0327393,-0.141152,0.0530363
-0.0306728,-0.131134,0.0559726
-0.0304008,-0.130842,0.0594898
-0.031863,-0.140209,0.0643668
-0.0315386,-0.1397,0.0681198
-0.0311988,-0.139093,0.0718567
-0.0308443,-0.138389,0.0755748
-0.0321289,-0.147155,0.0816697
-0.0317201,-0.146197,0.085596
-0.029698,-0.135702,0.0865913
-0.0308612,-0.143975,0.0933614
-0.0304124,-0.142713,0.0971952
-0.0299514,-0.141351,0.100993
-0.029479,-0.13989,0.104752
-0.0289958,-0.138332,0.10847
-0.0285024,-0.136677,0.112143
-0.0293853,-0.143697,0.120369
-0.0288403,-0.141733,0.124179
-0.0294738,-0.147342,0.132484
-0.0288813,-0.145061,0.136384
-0.028281,-0.142679,0.14022
-0.0276736,-0.140197,0.143991
-0.02824,-0.145581,0.153624
-0.0275851,-0.14275,0.157465
-0.0280334,-0.147468,0.167572
-0.0273329,-0.144273,0.171456
-0.0275608,-0.14756,0.181318
-0.0278198,-0.151145,0.192128
-0.0270407,-0.147309,0.196096
-0.0281119,-0.156915,0.214558
-0.0272571,-0.152495,0.218669
-0.0264026,-0.147966,0.222661
-0.0262833,-0.148904,0.233562
-0.0169373,-0.0820978,0.175044
-0.0157484,-0.073575,0.168626
-0.00964472,-0.0284322,0.156741
-0.00895014,-0.0225795,0.158121
-0.00914648,-0.0253144,0.216532
0.034876,2.02958,0.996439
0.0315781,2.02729,0.931355
0.0282532,2.02299,0.867055
0.0243414,1.98024,0.789859
0.0211791,1.98116,0.731538
0.0179812,1.97943,0.673384
0.0147812,1.97699,0.616074
0.011485,1.96324,0.556803
0.00836045,1.96625,0.502964
0.0054469,2.00599,0.45718
0.00252692,2.07321,0.414723
0.00054578,2.55281,0.43171
-0.00348933,2.60077,0.369589
-0.00757145,2.38645,0.27954
-0.0118751,2.62417,0.233749
-0.0160605,2.61821,0.164533
-0.0202695,2.62043,0.0959541
0.0192377,-0.143863,0.0459235
0.0176633,-0.133914,0.0493586
0.0196495,-0.143531,0.0535099
0.0198275,-0.143219,0.0572951
0.0199865,-0.142809,0.0610716
0.0201258,-0.142302,0.0648367
0.0202452,-0.141699,0.0685879
0.0203442,-0.140999,0.0723226
0.0204225,-0.140203,0.0760382
0.0223389,-0.148832,0.0821619
0.022377,-0.147779,0.0860849
0.0223918,-0.146625,0.0899793
0.0223831,-0.145371,0.0938425
0.0204912,-0.134813,0.0942415
0.0185826,-0.124345,0.0941147
0.0239497,-0.148292,0.113088
0.0238102,-0.146446,0.116993
0.0218195,-0.135826,0.116221
0.0180131,-0.116806,0.110078
0.0214313,-0.1319,0.123314
0.0340734,-0.166328,0.32755
0.00101487,-0.0296478,0.156837
-0.00139701,-0.0202878,0.139574
-0.000306797,-0.0242125,0.177475
-0.00118171,-0.0208459,0.178039
-0.00111636,-0.0209647,0.208292
0.000215031,-0.0256887,0.305321
-0.99094,2.66919,0.857553
-0.963335,2.56886,0.674741
-0.959509,2.54608,0.594973
-0.961747,2.53964,0.520281
-0.962898,2.53037,0.446096
-0.967184,2.52943,0.374001
-0.966886,2.51646,0.301104
-0.945501,2.44859,0.225161
-0.978448,2.52244,0.159664
-0.983244,2.52281,0.0888014
0.0855841,-0.141206,0.0466598
0.0907246,-0.148465,0.0513312
0.112419,-0.1805,0.0584309
0.0964061,-0.155955,0.0613363
0.117964,-0.187537,0.0707108
0.106779,-0.170301,0.073629
0.0960983,-0.153928,0.0756603
0.0958519,-0.153047,0.0803966
0.0955334,-0.152065,0.0851083
0.0951426,-0.150984,0.0897922
0.0946794,-0.149803,0.094445
0.0995561,-0.156392,0.102029
0.098915,-0.154941,0.106859
0.0981979,-0.153389,0.111647
0.0974048,-0.151736,0.116388
0.101266,-0.156769,0.124633
0.100278,-0.154835,0.129488
0.0992109,-0.152802,0.134285
0.103163,-0.157906,0.143676
0.10188,-0.155567,0.148576
0.105488,-0.16014,0.158518
0.103975,-0.157485,0.163496
0.10238,-0.154731,0.168392
0.105458,-0.158517,0.178975
0.103619,-0.155437,0.18391
0.101696,-0.152259,0.188749
0.103746,-0.154592,0.199244
0.101575,-0.151096,0.204062
0.10797,-0.159377,0.222346
0.113471,-0.166379,0.240579
0.130885,-0.189571,0.28088
0.123621,-0.177328,0.318576
0.112773,-0.162208,0.308914
0.111957,-0.16059,0.321341
0.117497,-0.167445,0.350481
0.119325,-0.169327,0.372642
0.120232,-0.169976,0.394278
0.117881,-0.166325,0.408331
0.123334,-0.172952,0.448054
0.122256,-0.170979,0.470514
0.0112566,-0.0247782,0.226596
0.00971149,-0.0227719,0.246093
0.00981879,-0.0228449,0.305401
-0.694416,0.765059,0.999573
-0.00826835,-0.0273315,0.216268
-0.00684728,-0.0249694,0.177158
-0.00959569,-0.029808,0.186232
-0.0134965,-0.0369344,0.173815
-0.0197361,-0.0480248,0.201257
-0.0313111,-0.0686084,0.254464
-0.0303363,-0.0671279,0.233778
-0.0383205,-0.0815568,0.259471
-0.0427294,-0.0897165,0.265255
-0.0475,-0.0985849,0.271595
-0.0524352,-0.107816,0.277553
-0.0551997,-0.1132,0.27434
-0.0600929,-0.122479,0.278748
-0.0605505,-0.123765,0.267443
-0.0578725,-0.119338,0.247026
-0.0601994,-0.124044,0.243489
-0.0599274,-0.124007,0.232552
-0.0620506,-0.12839,0.228886
-0.0641135,-0.132694,0.225094
-0.066115,-0.136916,0.221179
-0.0680539,-0.141053,0.217142
-0.0666781,-0.139008,0.205755
-0.0717399,-0.149061,0.208716
-0.0700809,-0.146494,0.197473
-0.0581291,-0.124387,0.167172
-0.0491177,-0.107705,0.144778
-0.0465305,-0.103169,0.135382
-0.0437706,-0.0982662,0.126332
-0.0445827,-0.100205,0.123493
-0.038146,-0.0881397,0.10989
-0.0387731,-0.0896934,0.107359
-0.0393649,-0.0911898,0.104786
-0.039921,-0.092628,0.102171
-0.036448,-0.0861607,0.0947737
-0.0368901,-0.0873644,0.0923136
-0.0372993,-0.0885119,0.0898208
-0.0376754,-0.0896022,0.0872969
-0.0342893,-0.0831901,0.0813267
-0.0345723,-0.0840802,0.0789651
-0.0348249,-0.0849157,0.0765798
-0.035047,-0.085696,0.0741725
-0.0309956,-0.077812,0.0689361
-0.0354002,-0.0870886,0.0692986
-0.0355313,-0.0876996,0.0668353
-0.0356322,-0.0882532,0.0643567
-0.035703,-0.0887487,0.0618645
-0.0314463,-0.0802873,0.0578284
-0.035755,-0.089564,0.0568461
-0.0357365,-0.0898831,0.0543233
-0.0356886,-0.0901426,0.0517938
-0.0394688,-0.0984618,0.049701
-0.0436287,-0.107652,0.0471568
0.658846,2.68736,0.0626098
0.649506,2.6676,0.134379
0.649092,2.68486,0.207396
0.64564,2.68956,0.280411
0.639676,2.68366,0.352734
0.637819,2.6952,0.427586
0.63524,2.70379,0.503051
0.630184,2.70175,0.577484
0.626653,2.70633,0.653995
0.620701,2.70031,0.728902
0.616236,2.70078,0.806234
0.609415,2.69072,0.881391
0.606098,2.69625,0.962464
0.00277231,-0.0286144,0.294942
0.00446555,-0.0165312,0.140204
-0.00388913,-0.118639,0.144391
-0.00457577,-0.139047,0.133458
-0.00385807,-0.132794,0.124621
-0.00380252,-0.134846,0.12112
-0.0037334,-0.136806,0.117566
-0.00365107,-0.138673,0.113963
-0.00355587,-0.140445,0.110312
-0.00344819,-0.142121,0.106616
-0.00268888,-0.134458,0.099111
-0.00256583,-0.135843,0.0955761
-0.00181028,-0.127707,0.0887299
-0.00167634,-0.128821,0.0853759
-0.00153331,-0.129848,0.0819939
-0.00138154,-0.130785,0.0785862
-0.00122145,-0.131633,0.0751551
-0.00105343,-0.132391,0.071703
-0.000877875,-0.133059,0.0682323
-0.000695205,-0.133635,0.0647453
-0.000505837,-0.134119,0.0612444
0.000149902,-0.125567,0.0568499
-0.000108713,-0.134812,0.0542106
9.81818e-05,-0.13502,0.0506826
0.000310047,-0.135135,0.0471502
-0.343176,2.63765,0.0706141
-0.347207,2.63551,0.140232
-0.352197,2.64047,0.210344
-0.325461,2.41463,0.260341
-0.361731,2.64679,0.351818
-0.367363,2.65596,0.424306
-0.371495,2.65437,0.496023
-0.376609,2.65962,0.569675
-0.38018,2.65415,0.641985
-0.384864,2.65635,0.716826
-0.389106,2.65551,0.791954
-0.394457,2.66204,0.870462
-0.398057,2.65692,0.946673
0.013335,-0.0275784,0.382178
0.012349,-0.0232505,0.266039
0.0111802,-0.0182246,0.188067
0.0525653,-0.151521,0.134931
0.0486098,-0.137586,0.121804
0.046795,-0.13083,0.113509
0.05018,-0.141105,0.114069
0.0482243,-0.133948,0.106151
0.0489034,-0.135365,0.102407
0.049558,-0.136687,0.0986236
0.0501871,-0.137911,0.094803
0.0450486,-0.120841,0.0849546
0.0455499,-0.121736,0.0815693
0.0460271,-0.122545,0.0781585
0.0464797,-0.123267,0.0747247
0.0469071,-0.123902,0.0712701
0.0473086,-0.12445,0.0677972
0.0507511,-0.134314,0.0657757
0.0542188,-0.144147,0.0632216
0.0545876,-0.144475,0.0591875
0.051785,-0.135232,0.0544566
0.0520693,-0.135349,0.0506665
0.0523225,-0.135371,0.0468721
0.0242735,-0.0217742,0.392036
0.0195035,-0.0152468,0.246093
0.0337342,-0.0342063,0.321441
0.128608,-0.155498,0.453474
0.132525,-0.160015,0.439205
0.13038,-0.156718,0.408331
0.127324,-0.152273,0.37795
0.126328,-0.150485,0.355728
0.128474,-0.152703,0.342998
0.129942,-0.154046,0.329508
0.120294,-0.141336,0.292889
0.120675,-0.141336,0.280095
0.121119,-0.141415,0.268233
0.120847,-0.140595,0.255767
0.124493,-0.144665,0.250845
0.123696,-0.143185,0.238618
0.123028,-0.141874,0.227321
0.126228,-0.145344,0.222346
0.119872,-0.137034,0.204062
0.122693,-0.14003,0.199244
0.125442,-0.142918,0.194321
0.128119,-0.145697,0.189295
0.120857,-0.136388,0.173203
0.117886,-0.132333,0.162836
0.125434,-0.140992,0.163496
0.127611,-0.143136,0.158518
0.124121,-0.138472,0.148576
0.126052,-0.140313,0.143676
0.127905,-0.142049,0.138707
0.12968,-0.143679,0.133674
0.131375,-0.145202,0.12858
0.132988,-0.146618,0.123429
0.128439,-0.140781,0.114762
0.124284,-0.135441,0.106859
0.125523,-0.136433,0.102029
0.126682,-0.137325,0.0971592
0.127761,-0.138117,0.0922535
0.122378,-0.131431,0.085108
0.129673,-0.139399,0.0823472
0.124034,-0.132454,0.07566
0.124743,-0.132822,0.0709023
0.12537,-0.133094,0.0661265
0.132491,-0.140751,0.0622509
0.13298,-0.140836,0.0571878
0.133383,-0.140821,0.052116
0.133697,-0.140706,0.0470389
-0.708451,0.498894,0.988007
0.0757021,-0.0381632,0.372795
-0.0919451,0.0240371,0.618726
-0.954596,-0.146636,0.564786
-0.216884,-0.0285058,0.169785
-0.205096,-0.02693,0.170269
-0.201735,-0.0267104,0.175638
-0.214531,-0.0291816,0.192191
-0.179413,-0.0236041,0.174985
-0.175947,-0.023308,0.179674
-0.180041,-0.0243023,0.190538
-0.182935,-0.0251018,0.201063
-0.132981,-0.016855,0.17072
-0.142925,-0.0188517,0.187572
-0.231605,-0.035091,0.289637
-0.270084,-0.0424818,0.346067
-0.181368,-0.0266235,0.257576
-0.163975,-0.0236974,0.247572
-0.176083,-0.0262338,0.274785
-0.119001,-0.0157488,0.208339
-0.114722,-0.0151301,0.21142
-0.121119,-0.0165481,0.231125
-0.211143,-0.0341931,0.390827
-0.231234,-0.0384703,0.447303
-0.266432,-0.0457926,0.538392
-0.244624,-0.0419004,0.527507
-0.145375,-0.0224112,0.349997
-0.137451,-0.0210505,0.353739
-0.180837,-0.0301211,0.482745
-0.148957,-0.0238708,0.433312
-0.116469,-0.017388,0.373099
-0.146479,-0.0238484,0.495769
-0.0884675,-0.0118795,0.341444
-0.133094,-0.0214955,0.540548
-0.127027,-0.0204193,0.572079
-0.184256,-0.085289,0.0498139
-0.183932,-0.085491,0.0551242
-0.201268,-0.0946457,0.0619964
-0.226342,-0.10781,0.0708412
-0.311113,-0.151586,0.0900536
-0.300915,-0.146978,0.0975313
-0.291475,-0.142721,0.104638
-0.28106,-0.137922,0.111032
-0.287827,-0.142002,0.121537
-0.293421,-0.1455,0.13224
-0.291053,-0.144854,0.140781
-0.28849,-0.144098,0.149257
-0.285735,-0.143231,0.157661
-0.282789,-0.142252,0.165987
-0.279656,-0.141163,0.17423
-0.276338,-0.139963,0.182384
-0.218734,-0.109674,0.161169
-0.162431,-0.0798455,0.13666
-0.153165,-0.0751742,0.137069
-0.157715,-0.0779512,0.146
-0.155202,-0.0769063,0.150567
-0.152589,-0.0757966,0.155062
-0.164332,-0.0825448,0.170809
-0.188891,-0.0963942,0.1985
-0.198339,-0.102001,0.215562
-0.185527,-0.0960758,0.232526
-0.168996,-0.0871912,0.224849
-0.176393,-0.0917047,0.243197
-0.171657,-0.0893963,0.24833
-0.160994,-0.0837067,0.245892
-0.151143,-0.0784354,0.243726
-0.130592,-0.0670088,0.225575
-0.131081,-0.0675612,0.236491
-0.131667,-0.0681717,0.248372
-0.126893,-0.0656881,0.25218
-0.108378,-0.0552171,0.231523
-0.0909264,-0.0452854,0.209912
-0.0996049,-0.0505439,0.237624
-0.0790764,-0.0387149,0.206202
-0.0714275,-0.0343772,0.199535
-0.0715613,-0.0346037,0.210576
-0.0642439,-0.0304137,0.203457
-0.063887,-0.0303336,0.214494
-0.0569201,-0.0263049,0.206943
-0.0560753,-0.0259154,0.217946
-0.049477,-0.0220613,0.209984
-0.0481487,-0.0213602,0.220923
-0.0656206,-0.0320455,0.315925
-0.0923877,-0.0484606,0.478177
-0.0722961,-0.0363937,0.424021
-0.0531752,-0.024833,0.359142
-0.127084,-0.146727,0.0451349
-0.120525,-0.139083,0.0499185
-0.126424,-0.146902,0.0552871
-0.12597,-0.146833,0.0603539
-0.125433,-0.146659,0.0654098
-0.124816,-0.14638,0.0704514
-0.124117,-0.145997,0.0754752
-0.128821,-0.152448,0.0821468
-0.122482,-0.144915,0.0854556
-0.121547,-0.144217,0.0904055
-0.108645,-0.128211,0.0900843
-0.10237,-0.120599,0.09188
-0.0955529,-0.112239,0.0928798
-0.0888017,-0.103907,0.093349
-0.0821282,-0.0956184,0.0932919
-0.0811693,-0.0947038,0.0965701
-0.0801617,-0.0937185,0.0998127
-0.0791062,-0.0926632,0.103017
-0.0780038,-0.0915385,0.106182
-0.0768555,-0.0903448,0.109304
-0.0756623,-0.089083,0.112382
-0.0744251,-0.0877538,0.115414
-0.0831998,-0.0997389,0.129344
-0.0718235,-0.084896,0.121329
-0.0704612,-0.0833692,0.124208
-0.0737827,-0.0881278,0.133146
-0.0722355,-0.0863506,0.13612
-0.0751546,-0.0906053,0.14555
-0.116035,-0.146437,0.213733
-0.117419,-0.14883,0.22547
-0.114344,-0.145142,0.230367
-0.0994886,-0.125268,0.214036
-0.108011,-0.137435,0.239777
-0.0971679,-0.122939,0.229032
-0.108416,-0.138957,0.263455
-0.0980864,-0.125079,0.252879
-0.0946756,-0.120759,0.256965
-0.068937,-0.0851508,0.204739
-0.0663456,-0.0818139,0.207547
-0.0754517,-0.0949408,0.243562
-0.0805904,-0.102546,0.271826
-0.0715081,-0.0900204,0.25755
-0.0632101,-0.0785254,0.243525
-0.0600768,-0.0743303,0.24609
-0.0569197,-0.0700718,0.248516
-0.0515743,-0.0626352,0.241552
-0.0446764,-0.0529055,0.225841
-0.043572,-0.0515008,0.236077
-0.0390734,-0.045152,0.2292
-0.0346671,-0.0388937,0.221093
-0.0319867,-0.0351179,0.222385
-0.0293005,-0.0313069,0.223556
-0.0266103,-0.0274634,0.224603
-0.0249208,-0.0250729,0.235366
-0.0279033,-0.0295991,0.303407
-0.0528979,-0.14584,0.0455145
-0.0526395,-0.145849,0.0495715
-0.0523495,-0.145756,0.053625
-0.0490786,-0.136044,0.0568224
-0.0516773,-0.145265,0.0617105
-0.0512961,-0.144866,0.0657369
-0.0508857,-0.144367,0.0697488
-0.0504466,-0.143766,0.0737434
-0.0499795,-0.143064,0.0777179
-0.0494851,-0.142261,0.0816697
-0.0489639,-0.141358,0.085596
-0.0484167,-0.140356,0.0894941
-0.0478441,-0.139255,0.0933614
-0.047247,-0.138056,0.0971952
-0.0466259,-0.136759,0.100993
-0.0434242,-0.126515,0.100865
-0.0428007,-0.125122,0.104343
-0.042157,-0.123641,0.107779
-0.03907,-0.113529,0.106575
-0.0384353,-0.111988,0.109692
-0.0356884,-0.102891,0.108213
-0.0350654,-0.101306,0.111037
-0.0344281,-0.0996481,0.113815
-0.033777,-0.0979191,0.116545
-0.0350234,-0.10311,0.124564
-0.0342984,-0.101108,0.127382
-0.033561,-0.0990327,0.130143
-0.0328118,-0.0968867,0.132845
-0.0339534,-0.101809,0.142227
-0.0349701,-0.106324,0.151929
-0.0322876,-0.0968296,0.147699
-0.0348959,-0.107462,0.164928
-0.0339214,-0.104429,0.167839
-0.032938,-0.101321,0.170666
-0.0333404,-0.103581,0.180437
-0.0337753,-0.105999,0.191207
-0.0340816,-0.107941,0.202192
-0.0315281,-0.0985127,0.196818
-0.0303967,-0.0946601,0.199468
-0.0341057,-0.110307,0.235397
-0.0349681,-0.114591,0.254866
-0.034586,-0.113837,0.266744
-0.014293,-0.0326173,0.165543
-0.0151885,-0.0370678,0.213955
-0.012865,-0.0270512,0.186526
-0.0131207,-0.0284091,0.21579
0.27612,2.05848,0.888899
0.263476,1.99017,0.800074
0.256784,1.96456,0.731538
0.254645,1.97268,0.676411
0.253529,1.98881,0.624128
0.252186,2.00358,0.571447
0.248157,1.99766,0.513864
0.245291,2.00082,0.459195
0.244419,2.02009,0.407867
0.241159,2.0204,0.353128
0.237604,2.01826,0.298519
0.233884,2.01467,0.244255
0.226741,1.9819,0.188361
0.223908,1.98533,0.136093
0.219772,1.97745,0.0835666
0.00450731,-0.13508,0.0458253
0.00471778,-0.134991,0.0493586
0.0049201,-0.134811,0.0528885
0.00511382,-0.134538,0.0564127
0.00529851,-0.134173,0.0599287
0.00636613,-0.143577,0.0648367
0.0065437,-0.142988,0.0685879
0.00671025,-0.142301,0.0723226
0.00686534,-0.141516,0.0760382
0.00700857,-0.140635,0.0797321
0.00713951,-0.139658,0.083402
0.00821123,-0.148097,0.0899793
0.00736301,-0.137418,0.0906591
0.00842167,-0.1455,0.097672
0.00850496,-0.144053,0.101465
0.00662012,-0.124209,0.0973842
0.00666617,-0.12278,0.100618
0.00669843,-0.121267,0.103812
0.00966682,-0.146103,0.120848
0.00967126,-0.144052,0.124651
0.0105423,-0.149601,0.132975
0.0114897,-0.155651,0.142175
0.0102147,-0.128588,0.175879
-0.0018302,-0.0296087,0.156837
-0.0023847,-0.0257325,0.167998
-0.00262467,-0.0240717,0.177475
-0.00293456,-0.0218326,0.217226
-0.967403,3.6002,0.900866
-0.973591,3.60012,0.799021
-0.979317,3.59832,0.697858
-0.98666,3.60247,0.598548
-0.983365,3.56767,0.494785
-0.862542,3.08719,0.265124
-0.866078,3.08068,0.180715
0.0712726,-0.158854,0.0467776
0.0674722,-0.150579,0.0509779
0.0676133,-0.150268,0.0552915
0.067703,-0.149856,0.0595978
0.0677268,-0.148732,0.0681763
0.0676602,-0.14802,0.0724427
0.0715459,-0.155076,0.0784457
0.0584906,-0.128932,0.0765011
0.0627184,-0.136672,0.0826538
0.0708323,-0.151893,0.0917306
0.0704821,-0.15063,0.0960982
0.0700755,-0.149267,0.10043
0.0696125,-0.147806,0.104724
0.0690931,-0.146248,0.108977
0.0685173,-0.144593,0.113185
0.0721223,-0.150877,0.121533
0.0755914,-0.156854,0.130304
0.0852321,-0.162456,0.318885
0.0842778,-0.1602,0.331202
0.0907088,-0.170787,0.369356
0.0891402,-0.167452,0.383028
0.0893693,-0.167239,0.40469
0.0893121,-0.166535,0.427465
0.0906148,-0.168163,0.458613
0.00517422,-0.0212062,0.187999
0.00563584,-0.0218981,0.227225
0.00551069,-0.0216273,0.276523
0.807312,-0.712677,0.0621216
0.785962,-0.691827,0.089071
0.624555,-0.549774,0.101769
0.624088,-0.547603,0.12353
0.623184,-0.545063,0.145236
0.621843,-0.542158,0.166873
0.69343,-0.601626,0.205339
0.690953,-0.597574,0.229315
0.593656,-0.51299,0.22473
0.605456,-0.521328,0.250192
0.601969,-0.516704,0.271036
0.590753,-0.505601,0.288727
0.572692,-0.488824,0.302831
0.609792,-0.518254,0.342704
0.563081,-0.477665,0.341882
0.605664,-0.51148,0.388155
0.857115,-0.71793,0.564369
0.853692,-0.712775,0.597465
0.85701,-0.713188,0.635757
0.858688,-0.712244,0.674078
0.872679,-0.721356,0.723116
0.878742,-0.723944,0.768076
0.877135,-0.720282,0.808238
0.887151,-0.726035,0.860299
0.883832,-0.720991,0.902046
0.896496,-0.728813,0.961449
0.0589454,-0.0516351,0.394905
0.0203383,-0.0229461,0.304783
-0.708498,0.45344,0.997341
-0.729909,0.46572,0.974996
-0.756742,0.48141,0.959153
-0.915627,0.577915,0.987783
-0.970825,0.173176,0.992644
-0.164161,-0.0345615,0.752938
-0.133191,-0.0295261,0.559787
-0.0819028,-0.0208723,0.332423
-0.139287,-0.0310358,0.488161
-0.103075,-0.0248815,0.346493
-0.15136,-0.0336503,0.45205
-0.165491,-0.0364423,0.457107
-0.110454,-0.026738,0.301579
-0.178395,-0.039357,0.430504
-0.213933,-0.046218,0.477357
-0.216066,-0.0469728,0.454755
-0.202528,-0.0447892,0.406313
-0.122336,-0.0299193,0.251252
-0.102014,-0.026237,0.207547
-0.100592,-0.0261346,0.19648
-0.10442,-0.0270495,0.193712
-0.102225,-0.0267948,0.182889
-0.111848,-0.0288729,0.187873
-0.115444,-0.0297796,0.184805
-0.125492,-0.0319977,0.189094
-0.135157,-0.0341717,0.192208
-0.125724,-0.0324694,0.175033
-0.14243,-0.0361295,0.184717
-0.11835,-0.0313611,0.155307
-0.135198,-0.0350949,0.164456
-0.152575,-0.0389971,0.172768
-0.163483,-0.0415796,0.174718
-0.158802,-0.0408513,0.164357
-0.161748,-0.0417581,0.160027
-0.189109,-0.0480001,0.17204
-0.208018,-0.0524767,0.176872
-0.19521,-0.049993,0.16166
-0.962635,-0.22158,0.585015
-0.958395,-0.222253,0.549835
-0.203912,-0.0574923,0.0674572
-0.185962,-0.0533501,0.0603535
-0.186215,-0.053734,0.0552867
-0.176649,-0.051628,0.049918
-0.166953,-0.0494564,0.045069
-0.0502069,-0.093586,0.0451938
-0.046296,-0.0854352,0.0476738
-0.0461111,-0.0854033,0.0502105
-0.0458991,-0.0853105,0.0527433
-0.0456602,-0.0851569,0.0552704
-0.0453948,-0.0849426,0.0577902
-0.0451034,-0.0846674,0.0603009
-0.0447863,-0.0843317,0.0628007
-0.0444439,-0.0839355,0.065288
-0.0440767,-0.0834789,0.067761
-0.043685,-0.0829624,0.0702181
-0.0432694,-0.0823861,0.0726576
-0.0428304,-0.0817503,0.0750778
-0.0423684,-0.0810555,0.077477
-0.0452079,-0.0879956,0.0831339
-0.0446541,-0.0871077,0.0857045
-0.0440769,-0.0861568,0.0882469
