x,y,z
0.556467,2.70437,0.726504
0.552225,2.70573,0.803848
0.545491,2.69464,0.878488
0.542092,2.70017,0.959312
0.0040614,-0.0231977,0.207944
0.00483986,-0.0164256,0.140204
-0.000953146,-0.130707,0.128066
-0.000863887,-0.132848,0.124621
-0.0007628,-0.134898,0.12112
-0.00065025,-0.136856,0.117566
-0.000526607,-0.13872,0.113963
-0.000392261,-0.140489,0.110312
0.000193679,-0.133011,0.102608
0.000338291,-0.134485,0.099111
0.00049177,-0.135866,0.0955761
0.00106337,-0.127715,0.0887299
0.00122168,-0.128826,0.0853759
0.00138709,-0.129849,0.0819939
0.00155922,-0.130783,0.0785862
0.00173765,-0.131628,0.0751551
0.00192198,-0.132382,0.071703
0.00211179,-0.133045,0.0682323
0.00230665,-0.133617,0.0647453
0.00277887,-0.12517,0.0601281
0.00270986,-0.134485,0.0577321
0.00291733,-0.13478,0.0542106
0.00312813,-0.134984,0.0506826
0.00334183,-0.135094,0.0471502
-0.383809,2.64114,0.0707024
-0.389282,2.64882,0.140916
-0.393012,2.64479,0.210966
-0.361406,2.40951,0.260341
-0.403995,2.65976,0.353989
-0.406866,2.65019,0.424306
-0.412493,2.65829,0.497685
-0.417675,2.66341,0.571594
-0.421155,2.65784,0.64416
-0.425704,2.65895,0.719013
-0.430077,2.65895,0.794637
-0.43551,2.66532,0.873397
-0.439019,2.66007,0.949856
0.0126953,-0.0232757,0.334365
0.0126851,-0.0230688,0.266039
0.0117917,-0.0194191,0.197968
0.0541872,-0.166717,0.324165
0.050569,-0.136878,0.121804
0.0486572,-0.130149,0.113509
0.0494053,-0.131745,0.109852
0.0501291,-0.133247,0.106151
0.0508275,-0.134655,0.102407
0.0514999,-0.135967,0.0986236
0.0521456,-0.137182,0.094803
0.0467638,-0.120188,0.0849546
0.047277,-0.121076,0.0815693
0.0477649,-0.121878,0.0781585
0.048227,-0.122594,0.0747247
0.0486625,-0.123223,0.0712701
0.049071,-0.123765,0.0677972
0.0590534,-0.152299,0.0687102
0.0594852,-0.152751,0.0644295
0.0533797,-0.134277,0.0582399
0.0569699,-0.143909,0.0551433
0.0572748,-0.14403,0.0510917
0.0542343,-0.134616,0.0468721
0.0261189,-0.0222525,0.410956
0.0215022,-0.016377,0.265954
0.0369504,-0.0354869,0.340167
0.136909,-0.154205,0.462443
0.141138,-0.158755,0.448055
0.135892,-0.151963,0.408331
0.132679,-0.147631,0.37795
0.135058,-0.14996,0.364185
0.133841,-0.148021,0.342998
0.131621,-0.144911,0.321342
0.129138,-0.14151,0.300901
0.12564,-0.136942,0.280095
0.129831,-0.141375,0.275153
0.130082,-0.141196,0.263285
0.129572,-0.140134,0.250845
0.133288,-0.143961,0.245781
0.128007,-0.137398,0.227321
0.131328,-0.140753,0.222346
0.134573,-0.143999,0.217249
0.127604,-0.135569,0.199244
0.130454,-0.138358,0.194321
0.133227,-0.141041,0.189295
0.125637,-0.131997,0.173203
0.128044,-0.134268,0.168392
0.130374,-0.136437,0.163496
0.132625,-0.138502,0.158518
0.134796,-0.140463,0.153462
0.130965,-0.135738,0.143676
0.138887,-0.144066,0.14313
0.13471,-0.138974,0.133674
0.136457,-0.140437,0.12858
0.138119,-0.141796,0.123429
0.139694,-0.143049,0.118223
0.129022,-0.130936,0.106859
0.130294,-0.131884,0.102029
0.131483,-0.132735,0.0971592
0.132589,-0.133489,0.0922535
0.13361,-0.134145,0.087315
0.127858,-0.127528,0.0803963
0.128662,-0.127964,0.07566
0.129382,-0.128307,0.0709023
0.130018,-0.128558,0.0661265
0.137405,-0.135957,0.0622509
0.144072,-0.142547,0.0577764
0.144492,-0.142517,0.0524693
0.158613,-0.156863,0.0474185
-0.286139,0.0586906,0.514109
-0.0581979,0.0158138,0.407585
0.921164,-0.0393462,0.0505322
-0.711026,-0.103242,0.407613
-0.347208,-0.0475667,0.233264
-0.217004,-0.027579,0.169785
-0.20521,-0.0260528,0.170269
-0.201847,-0.0258469,0.175638
-0.206501,-0.0269352,0.186554
-0.179513,-0.0228349,0.174985
-0.176045,-0.022553,0.179674
-0.164774,-0.0209507,0.178003
-0.168757,-0.0218955,0.188771
-0.172288,-0.0227763,0.19984
-0.133053,-0.0162824,0.17072
-0.149994,-0.0194544,0.19462
-0.152844,-0.0202022,0.205755
-0.155215,-0.0208745,0.217142
-0.156456,-0.021352,0.228003
-0.164076,-0.0229885,0.247572
-0.170181,-0.0243734,0.266871
-0.153327,-0.0215474,0.255957
-0.114787,-0.0146329,0.21142
-0.11043,-0.014004,0.214387
-0.201483,-0.0314202,0.374659
-0.207198,-0.0328444,0.404948
-0.211479,-0.0340115,0.435754
-0.223275,-0.0366532,0.48481
-0.166314,-0.025862,0.394154
-0.149198,-0.0227547,0.380193
-0.188533,-0.0308397,0.501198
-0.152603,-0.0239324,0.442636
-0.126119,-0.0188191,0.400404
-0.123034,-0.0183974,0.422616
-0.0885186,-0.0114922,0.341444
-0.133187,-0.0209125,0.540548
-0.124799,-0.0193776,0.562363
-0.119518,-0.0184701,0.603608
-0.179174,-0.0955038,0.0498139
-0.17884,-0.0956869,0.0551242
-0.195634,-0.105801,0.0619964
-0.269784,-0.149365,0.0769038
-0.285843,-0.159318,0.0875736
-0.295291,-0.167361,0.125972
-0.269016,-0.152363,0.127322
-0.266818,-0.151629,0.135385
-0.264444,-0.150781,0.143385
-0.261894,-0.149817,0.151318
-0.267163,-0.153563,0.162761
-0.256276,-0.147546,0.166959
-0.245408,-0.141493,0.170588
-0.17525,-0.0992129,0.140504
-0.143255,-0.0799967,0.128034
-0.148703,-0.0836541,0.137069
-0.146456,-0.0825898,0.1415
-0.15064,-0.0854973,0.150567
-0.148094,-0.0842425,0.155062
-0.145453,-0.0829179,0.15948
-0.149578,-0.0858159,0.169698
-0.153333,-0.0885009,0.180254
-0.175774,-0.10298,0.209382
-0.179843,-0.106337,0.232526
-0.163836,-0.0965381,0.224849
-0.170968,-0.101459,0.243197
-0.16637,-0.0988885,0.24833
-0.150979,-0.0893494,0.239204
-0.141049,-0.0832689,0.236122
-0.131378,-0.0773124,0.232569
-0.132187,-0.0781299,0.244425
-0.132557,-0.0786656,0.256462
-0.123007,-0.0727044,0.25218
-0.0960079,-0.0552265,0.21475
-0.0882425,-0.0503155,0.209912
-0.104533,-0.0612972,0.254078
-0.0767799,-0.0430903,0.206202
-0.0659869,-0.0360636,0.191516
-0.0695074,-0.0385637,0.210576
-0.0624367,-0.0339697,0.203457
-0.058911,-0.0317314,0.205255
-0.055355,-0.0294563,0.206943
-0.0545334,-0.0290199,0.217946
-0.0507162,-0.0265407,0.219494
-0.0445296,-0.0224252,0.211335
-0.0553942,-0.0299685,0.278254
-0.0895244,-0.0535659,0.478177
-0.0684301,-0.03921,0.41424
-0.0430095,-0.0217583,0.302113
-0.0510404,-0.0274326,0.407969
-0.134343,-0.0338575,0.629351
-0.129954,-0.0331909,0.551086
-0.0787385,-0.0228985,0.323786
-0.100212,-0.027476,0.367249
-0.0990148,-0.0273964,0.337056
-0.167279,-0.0419188,0.497853
-0.171707,-0.0431402,0.475609
-0.117071,-0.031759,0.318962
-0.177086,-0.0448798,0.430504
-0.195203,-0.0491109,0.44255
-0.151489,-0.0398827,0.335024
-0.101994,-0.0292335,0.229311
-0.0919215,-0.0271711,0.2017
-0.0905733,-0.0270269,0.190738
-0.0942326,-0.028007,0.18822
-0.0978235,-0.028984,0.185603
-0.107252,-0.031309,0.190843
-0.110898,-0.032333,0.187873
-0.114463,-0.0333509,0.184805
-0.117946,-0.0343618,0.181641
-0.128021,-0.0369375,0.185659
-0.137684,-0.0394499,0.188512
-0.141239,-0.0405357,0.184717
-0.131007,-0.0383156,0.168067
-0.120041,-0.0358834,0.152069
-0.16635,-0.0473921,0.185405
-0.162113,-0.0466368,0.174718
-0.157457,-0.0457633,0.164357
-0.160373,-0.0467611,0.160027
-0.171293,-0.0497769,0.161092
-0.31849,-0.0872512,0.248311
-0.990239,-0.258616,0.639852
-0.19246,-0.0610984,0.0663794
-0.184216,-0.0590977,0.0603535
-0.184457,-0.0594892,0.0552867
-0.174961,-0.0570871,0.049918
-0.156691,-0.0521185,0.0450396
-0.0262415,-0.0246199,0.313182
-0.0257915,-0.0243986,0.264755
-0.0290572,-0.026569,0.253933
-0.0336074,-0.0295848,0.252845
-0.032443,-0.0289142,0.223416
-0.0341401,-0.0301014,0.212571
-0.037762,-0.0325541,0.211335
-0.0413478,-0.0349999,0.209984
-0.044895,-0.037437,0.20852
-0.0484013,-0.0398637,0.206943
-0.0489931,-0.040376,0.19694
-0.0586687,-0.0469304,0.212592
-0.0586509,-0.0470631,0.20155
-0.0657426,-0.0519557,0.208445
-0.0652369,-0.0517776,0.197414
-0.088764,-0.067799,0.237624
-0.0841551,-0.0648975,0.217586
-0.0792076,-0.061745,0.198816
-0.109569,-0.0826215,0.243939
-0.109341,-0.0827317,0.233001
-0.117756,-0.0887707,0.236492
-0.121712,-0.0917805,0.232569
-0.125572,-0.0947439,0.228518
-0.118885,-0.0904171,0.210221
-0.12226,-0.0930554,0.206259
-0.131338,-0.099691,0.209256
-0.140013,-0.106087,0.211082
-0.104338,-0.0816286,0.157504
-0.112929,-0.0879661,0.160295
-0.10875,-0.0852816,0.150424
-0.110833,-0.0870373,0.146775
-0.112832,-0.0887438,0.143055
-0.108612,-0.0860012,0.134365
-0.103424,-0.0825421,0.125487
-0.104973,-0.0839225,0.122
-0.106444,-0.0852542,0.11846
-0.107835,-0.0865359,0.114868
-0.109146,-0.0877665,0.111229
-0.117748,-0.0943397,0.111611
-0.13312,-0.105927,0.114914
-0.163701,-0.128794,0.124416
-0.165119,-0.130258,0.118939
-0.158778,-0.125976,0.11032
-0.159902,-0.127218,0.104995
-0.15317,-0.122601,0.09704
-0.161802,-0.129461,0.0942236
-0.162578,-0.13046,0.0887849
-0.163236,-0.131377,0.0833158
-0.163778,-0.132208,0.0778202
-0.156306,-0.12696,0.0709965
-0.16451,-0.133616,0.0667642
-0.172621,-0.140244,0.0619959
-0.172699,-0.140753,0.0561705
-0.164731,-0.135074,0.0500752
-0.164572,-0.135383,0.0444995
-0.0168028,-0.0354144,0.283395
-0.0121365,-0.0288546,0.206638
-0.0168065,-0.0356368,0.224353
-0.0194285,-0.0395188,0.223275
-0.0191869,-0.0392929,0.203737
-0.0245826,-0.047232,0.220751
-0.0253422,-0.0484861,0.209807
-0.0296053,-0.0548592,0.217744
-0.0379757,-0.0672881,0.243102
-0.0429491,-0.0748129,0.250245
-0.0481364,-0.0827048,0.257045
-0.0511015,-0.087364,0.254473
-0.0563108,-0.0953859,0.259763
-0.0592776,-0.100123,0.256795
-0.0621849,-0.104804,0.253681
-0.0624084,-0.105491,0.242766
-0.0620586,-0.10532,0.231125
-0.0677054,-0.114203,0.236089
-0.070259,-0.11846,0.232552
-0.0757703,-0.127244,0.236009
-0.0751688,-0.126759,0.225094
-0.0775221,-0.130796,0.221179
-0.0798059,-0.134753,0.217142
-0.0854008,-0.143844,0.219495
-0.0841595,-0.142418,0.208716
-0.0822881,-0.140002,0.197473
-0.0841954,-0.143457,0.193173
-0.077816,-0.133974,0.175832
-0.0672784,-0.117896,0.153559
-0.0604954,-0.107616,0.138455
-0.0616146,-0.109756,0.135196
-0.0626812,-0.111827,0.131874
-0.0636946,-0.113828,0.128493
-0.0646543,-0.115756,0.125054
-0.06556,-0.11761,0.12156
-0.0664113,-0.11939,0.118013
-0.0625097,-0.113504,0.109905
-0.0584567,-0.10733,0.10222
-0.0590535,-0.108676,0.0990055
-0.0644339,-0.11784,0.0995503
-0.0601019,-0.111155,0.0924668
-0.0561403,-0.10503,0.0861706
-0.0515823,-0.0978758,0.0799846
-0.0518855,-0.0987214,0.0770815
-0.0426791,-0.0837621,0.0692986
-0.0428616,-0.0843598,0.0668353
-0.0430092,-0.0849028,0.0643567
-0.0431219,-0.0853905,0.0618645
-0.0431998,-0.0858225,0.0593604
-0.043243,-0.0861985,0.0568461
-0.0432516,-0.086518,0.0543233
-0.0432259,-0.0867807,0.0517938
-0.043166,-0.0869862,0.0492594
-0.0430722,-0.0871345,0.0467216
0.937716,2.67431,0.0630484
0.932942,2.67444,0.137226
0.930788,2.68216,0.211929
0.924742,2.67859,0.286189
0.918083,2.67316,0.360284
0.917183,2.68465,0.436903
0.915266,2.69323,0.514128
0.909841,2.69143,0.590314
0.903468,2.68675,0.666425
0.896774,2.68103,0.742811
0.892476,2.68251,0.821877
0.887187,2.68096,0.90113
0.881215,2.67728,0.980748
0.00214076,-0.0199004,0.158951
-0.0168732,-0.119406,0.18363
-0.0173738,-0.122966,0.18043
-0.0191689,-0.133249,0.184346
-0.0182922,-0.12984,0.173753
-0.0200791,-0.140318,0.177117
-0.0190999,-0.136369,0.166722
-0.0194621,-0.139497,0.16308
-0.0197968,-0.142533,0.159357
-0.0186585,-0.137632,0.149519
-0.0189228,-0.140319,0.145851
-0.0191613,-0.142912,0.142114
-0.0180359,-0.137948,0.133458
-0.0167156,-0.131795,0.124621
-0.0168596,-0.133842,0.12112
-0.0169812,-0.135799,0.117566
-0.0170805,-0.137665,0.113963
-0.0171579,-0.139438,0.110312
-0.0172136,-0.141116,0.106616
-0.0157152,-0.133564,0.099111
-0.0157273,-0.134953,0.0955761
-0.0157199,-0.136252,0.0920062
-0.0141617,-0.128051,0.0853759
-0.0141192,-0.129087,0.0819939
-0.0140594,-0.130035,0.0785862
-0.0139826,-0.130894,0.0751551
-0.0138892,-0.131665,0.071703
-0.0137795,-0.132346,0.0682323
-0.0123087,-0.124141,0.0633956
-0.0135127,-0.133438,0.0612444
-0.0133564,-0.133847,0.0577321
-0.0131853,-0.134166,0.0542106
-0.0129998,-0.134392,0.0506826
-0.0128005,-0.134528,0.0471502
-0.077178,2.61975,0.0702312
-0.0816696,2.62804,0.139189
-0.0857729,2.62452,0.207983
-0.0833873,2.44501,0.261223
-0.0940824,2.62102,0.346218
-0.0990898,2.64077,0.418836
-0.103297,2.63976,0.489545
-0.10742,2.63686,0.560464
-0.111841,2.64081,0.633502
-0.116227,2.6437,0.70735
-0.120476,2.64356,0.781491
-0.12467,2.64228,0.856379
-0.128702,2.63793,0.931392
0.0114279,-0.0355942,0.459873
0.00981148,-0.0232351,0.256104
0.00911331,-0.0178607,0.178166
0.0318807,-0.157238,0.33295
0.0333312,-0.164586,0.328655
0.0311132,-0.127234,0.127639
0.0300938,-0.120855,0.119045
0.0323206,-0.131228,0.120678
0.0294968,-0.11575,0.107749
0.0284288,-0.109382,0.100598
0.028885,-0.110738,0.0976252
0.030963,-0.120111,0.0981959
0.0369743,-0.148666,0.106143
0.0380626,-0.1515,0.0980483
0.032741,-0.12474,0.0849546
0.0351272,-0.13509,0.0843152
0.0355502,-0.136007,0.0806517
0.0339216,-0.127296,0.0747247
0.034283,-0.127971,0.0712701
0.0346275,-0.128556,0.0677972
0.0349544,-0.129052,0.0643084
0.0352634,-0.129457,0.0608059
0.0355538,-0.129772,0.0572923
0.0358253,-0.129997,0.0537699
0.0360773,-0.130131,0.0502412
0.0385222,-0.139925,0.0468721
0.0179625,-0.0171935,0.305401
0.0167833,-0.0151524,0.227225
0.0206764,-0.0215529,0.245399
0.0277158,-0.0331151,0.29286
0.104697,-0.154748,0.449532
0.106082,-0.156387,0.427465
0.106679,-0.156765,0.40469
0.10436,-0.152532,0.374304
0.106458,-0.155283,0.360762
0.105673,-0.153489,0.339659
0.110049,-0.159774,0.334683
0.114306,-0.16056,0.217249
0.100428,-0.139117,0.187095
0.10269,-0.142011,0.182558
0.100438,-0.138141,0.171943
0.102487,-0.140701,0.167432
0.0998308,-0.13626,0.157281
0.101671,-0.138497,0.152824
0.103453,-0.140631,0.148292
0.100754,-0.136171,0.139292
0.10234,-0.13801,0.134829
0.103866,-0.139747,0.130304
0.10533,-0.141381,0.12572
0.106731,-0.142911,0.12108
0.102777,-0.136703,0.112682
0.103982,-0.137955,0.108185
0.105123,-0.139106,0.103645
0.100722,-0.132334,0.096098
0.101679,-0.13323,0.0917304
0.102572,-0.13403,0.0873304
0.103401,-0.134734,0.0829011
0.104166,-0.13534,0.0784454
0.104864,-0.135848,0.0739665
0.105497,-0.136259,0.0694674
0.106062,-0.136573,0.0649512
0.0955084,-0.121431,0.0586824
0.0958897,-0.121536,0.0546372
0.102072,-0.129646,0.0509775
0.102346,-0.129573,0.0466594
0.0643014,-0.0408575,0.374895
-0.00927315,-0.134836,0.0458253
-0.00905541,-0.13477,0.0493586
-0.00883637,-0.134611,0.0528885
-0.00861648,-0.134359,0.0564127
-0.00839618,-0.134015,0.0599287
-0.00817593,-0.133578,0.0634342
-0.00795616,-0.13305,0.0669267
-0.00782159,-0.142244,0.0723226
-0.00758802,-0.141479,0.0760382
-0.0073564,-0.140617,0.0797321
-0.0071272,-0.139658,0.083402
-0.00690088,-0.138603,0.0870451
-0.00668329,-0.146933,0.0938425
-0.00644902,-0.145601,0.097672
-0.0062193,-0.14417,0.101465
-0.0059946,-0.142639,0.105219
-0.00577541,-0.14101,0.108931
-0.00556217,-0.139284,0.112599
-0.00527507,-0.146327,0.120848
-0.00506221,-0.144287,0.124651
-0.00485713,-0.142148,0.128399
-0.0045545,-0.147537,0.136867
-0.00398327,-0.11961,0.143223
-0.00488556,-0.0271358,0.176819
-0.00506827,-0.0236781,0.177475
-0.0046611,-0.0285288,0.275794
-0.409156,2.63102,0.958067
-0.412663,2.62575,0.879364
-0.417286,2.62772,0.804283
-0.421439,2.62667,0.729389
-0.425415,2.6245,0.655263
-0.430463,2.62903,0.583472
-0.435217,2.63163,0.511825
-0.441274,2.6421,0.441841
-0.445601,2.64193,0.370498
-0.409423,2.40034,0.276278
-0.454644,2.64386,0.229143
-0.457859,2.63713,0.158431
-0.482351,2.75371,0.0902411
0.049327,-0.147076,0.0465289
0.0495246,-0.146897,0.0505853
0.0496835,-0.14662,0.0546375
0.0498032,-0.146243,0.0586828
0.0498833,-0.145768,0.0627183
0.0499234,-0.145195,0.0667414
0.0499232,-0.144524,0.0707492
0.0462684,-0.134639,0.0727881
0.0461923,-0.133831,0.0765011
0.0460777,-0.132934,0.0801922
0.0459244,-0.131948,0.0838589
0.0457323,-0.130875,0.0874985
0.0526208,-0.147264,0.0975375
0.0523127,-0.145844,0.101609
0.0551273,-0.152063,0.108977
0.0547081,-0.150363,0.113185
0.0542416,-0.148562,0.117347
0.0537281,-0.146664,0.121458
0.0531674,-0.144669,0.125517
0.0669364,-0.163009,0.32359
0.0681741,-0.165037,0.344433
0.0690107,-0.166174,0.365578
0.0696312,-0.166831,0.387875
0.0679549,-0.16252,0.401455
0.0693691,-0.164892,0.432277
0.00402853,-0.0234524,0.17755
0.00304573,-0.0212733,0.217294
0.00382487,-0.0227875,0.285485
0.11435,-0.131284,0.0473469
0.114469,-0.131003,0.0519001
0.114505,-0.130635,0.0564483
0.141185,-0.158341,0.0646839
0.141025,-0.157679,0.0702275
0.140763,-0.156913,0.0757536
0.140398,-0.156044,0.0812582
0.139932,-0.155073,0.0867377
0.132597,-0.146986,0.0899493
0.138693,-0.152829,0.097606
0.13792,-0.151558,0.102987
0.143702,-0.157024,0.111325
0.142681,-0.15549,0.116872
0.141553,-0.153856,0.122368
0.146824,-0.158739,0.131548
0.145427,-0.156828,0.137175
0.14966,-0.160619,0.146534
0.147983,-0.158429,0.152244
0.152429,-0.1624,0.162564
0.162147,-0.171621,0.177689
0.177506,-0.186408,0.198731
0.221558,-0.229633,0.247251
0.269931,-0.276862,0.304662
0.715175,-0.715923,0.76463
0.714034,-0.712521,0.802891
0.722004,-0.718076,0.852659
0.718746,-0.712602,0.891876
0.729521,-0.720844,0.949846
0.723931,-0.713113,0.990006
0.0467845,-0.0509896,0.396829
0.0199597,-0.026704,0.275197
0.01378,-0.0211251,0.256104
0.0333486,-0.0384601,0.614269
-0.0786303,-0.011912,0.344198
-0.113591,-0.014451,0.435116
-0.295523,-0.0274777,0.968001
-0.124284,-0.0161949,0.32811
-0.21047,-0.0231756,0.491975
-0.243618,-0.0261773,0.529121
-0.260863,-0.0279837,0.531347
-0.263519,-0.0286279,0.506962
-0.285801,-0.0309512,0.516953
-0.255865,-0.0288176,0.443713
-0.201004,-0.0243851,0.341025
-0.123541,-0.0177417,0.21723
-0.110467,-0.0167451,0.190843
-0.199089,-0.025185,0.293845
-0.261512,-0.0314275,0.354849
-0.28273,-0.0338984,0.362756
-0.25059,-0.0312056,0.312265
-0.128387,-0.0194309,0.175033
-0.131711,-0.0199768,0.171593
-0.196905,-0.0272221,0.215306
-0.178888,-0.0256298,0.191723
-0.166881,-0.0246269,0.174718
-0.170172,-0.0252591,0.170261
-0.197045,-0.0285207,0.182222
-0.193029,-0.0283895,0.17204
-0.18778,-0.0281045,0.161639
-0.190716,-0.0287514,0.156631
-0.387808,-0.0522297,0.258594
-0.238401,-0.0420922,0.0452914
-0.0527875,-0.032764,0.377824
-0.0732965,-0.0427978,0.442606
-0.0886643,-0.0504152,0.468453
-0.0917803,-0.0521171,0.437632
-0.0440277,-0.028915,0.220923
-0.0453364,-0.0296521,0.209984
-0.0491563,-0.0316347,0.20852
-0.0529343,-0.0336119,0.206943
-0.0566678,-0.0355823,0.205255
-0.0603543,-0.0375444,0.203457
-0.0639913,-0.0394966,0.20155
-0.0639274,-0.0395991,0.191516
-0.067275,-0.0414271,0.189505
-0.0790389,-0.0475434,0.203849
-0.0826505,-0.0495506,0.201386
-0.105105,-0.0612185,0.231524
-0.114361,-0.066195,0.236522
-0.113458,-0.0659674,0.224911
-0.122911,-0.0711009,0.229351
-0.121463,-0.0706047,0.217804
-0.136267,-0.0785876,0.228518
-0.146287,-0.0841237,0.231773
-0.15653,-0.0898194,0.234548
-0.148225,-0.08576,0.21562
-0.158402,-0.0914671,0.217965
-0.168767,-0.0973176,0.219812
-0.179879,-0.104366,0.203995
-0.169088,-0.0989119,0.186744
-0.143893,-0.0855969,0.15948
-0.13972,-0.0836293,0.15016
-0.134482,-0.0810629,0.14064
-0.136511,-0.0824637,0.1365
-0.13844,-0.0838186,0.132297
-0.132471,-0.0808137,0.123494
-0.156987,-0.0947099,0.131894
-0.213042,-0.126286,0.154725
-0.231408,-0.137016,0.155861
-0.23365,-0.13877,0.148785
-0.227512,-0.135811,0.138299
-0.213624,-0.128442,0.125462
-0.255207,-0.152516,0.132544
-0.201986,-0.123604,0.0948143
-0.202858,-0.124545,0.0886006
-0.236928,-0.144697,0.0884576
-0.221318,-0.136148,0.0786974
-0.213204,-0.131901,0.0708407
-0.204908,-0.127514,0.0634866
-0.20506,-0.128053,0.0571648
-0.155117,-0.0990712,0.0493162
-0.146405,-0.0942613,0.0444996
-0.0202596,-0.0318917,0.274511
-0.0181325,-0.0296504,0.225308
-0.0198417,-0.03161,0.214578
-0.0227736,-0.0349301,0.213559
-0.0256761,-0.0382388,0.212423
-0.028547,-0.0415336,0.211172
-0.0355563,-0.0494562,0.228808
-0.0364341,-0.0505822,0.217744
-0.0393585,-0.0540082,0.216062
-0.0471128,-0.0628847,0.231792
-0.0529653,-0.0696738,0.238801
-0.0562021,-0.0735472,0.23645
-0.0593848,-0.0773837,0.233967
-0.0716974,-0.0916402,0.256795
-0.0751843,-0.0959067,0.253681
-0.0754947,-0.0965596,0.242766
-0.0647085,-0.0844573,0.206856
-0.0852265,-0.108385,0.243489
-0.0884272,-0.112428,0.239816
-0.0955411,-0.121038,0.243922
-0.0945968,-0.120318,0.23207
-0.0895083,-0.114749,0.213596
-0.100445,-0.127931,0.22381
-0.0902686,-0.116365,0.198524
-0.105956,-0.135242,0.215059
-0.108582,-0.138778,0.210507
-0.0971981,-0.125695,0.186506
-0.0660191,-0.088938,0.138309
-0.0624282,-0.0849216,0.129114
-0.063687,-0.0866953,0.126332
-0.0648933,-0.0884166,0.123493
-0.0660464,-0.0900843,0.1206
-0.0671456,-0.0916969,0.117655
-0.0681904,-0.0932533,0.11466
-0.0691803,-0.0947521,0.111617
-0.0701147,-0.0961922,0.108528
-0.0709932,-0.0975724,0.105395
-0.0666861,-0.0925762,0.0983719
-0.0725808,-0.100149,0.0990055
-0.0732893,-0.101342,0.0957537
-0.0739405,-0.102472,0.0924668
-0.0745342,-0.103537,0.0891471
-0.0750701,-0.104535,0.0857968
-0.0815268,-0.112975,0.0852269
-0.0879886,-0.121475,0.0841266
-0.0884052,-0.12239,0.0801904
-0.0948156,-0.130911,0.0782768
-0.0951174,-0.131715,0.0740375
-0.0953483,-0.132432,0.069778
-0.0894047,-0.125244,0.0642283
-0.0955978,-0.133605,0.0612098
-0.0956167,-0.13406,0.0569071
-0.0955655,-0.134426,0.0525958
-0.0954444,-0.134702,0.048279
-0.00436793,-0.0295998,0.255491
0.000485497,-0.0171169,0.140204
-0.00468517,-0.0311049,0.156349
-0.0213069,-0.0777014,0.210054
-0.0226506,-0.0817836,0.207895
-0.0319959,-0.108072,0.248533
-0.033413,-0.113112,0.233872
-0.0223466,-0.0825518,0.173939
-0.0307709,-0.106778,0.203658
-0.0300009,-0.105127,0.192648
-0.0272464,-0.0977901,0.174743
-0.0261126,-0.0950297,0.164317
-0.0269758,-0.0980033,0.161702
-0.0256103,-0.0945423,0.151619
-0.0263571,-0.0972041,0.149024
-0.0270732,-0.0998033,0.146357
-0.0277582,-0.102338,0.143621
-0.0260213,-0.0977241,0.134174
-0.0290343,-0.107207,0.137946
-0.0345745,-0.124358,0.147496
-0.037473,-0.13374,0.149519
-0.0381056,-0.136365,0.145851
-0.0363736,-0.131823,0.137065
-0.0369,-0.13414,0.133458
-0.0373896,-0.136368,0.12979
-0.0351683,-0.130235,0.12112
-0.0382583,-0.140553,0.12228
-0.0359147,-0.133991,0.113963
-0.036236,-0.135736,0.110312
-0.0365228,-0.137391,0.106616
-0.0367751,-0.138954,0.102877
-0.0369932,-0.140425,0.0990986
-0.0371771,-0.141801,0.0952825
-0.0345121,-0.133977,0.0884038
-0.0346206,-0.135086,0.0847712
-0.0318694,-0.12685,0.0785862
-0.031912,-0.127712,0.0751551
-0.0319258,-0.128489,0.071703
-0.0319112,-0.129178,0.0682323
-0.0318683,-0.129781,0.0647453
-0.0317976,-0.130296,0.0612444
-0.0316993,-0.130723,0.0577321
-0.0315738,-0.131062,0.0542106
-0.0314214,-0.131313,0.0506826
-0.0312426,-0.131474,0.0471502
0.141699,1.97484,0.0639383
0.137788,1.96391,0.1154
0.135125,1.97156,0.167532
0.132349,1.97782,0.220102
0.13002,1.99161,0.274103
0.128154,2.01379,0.330336
0.125025,2.01568,0.384721
0.121807,2.01609,0.439388
0.118992,2.02379,0.496257
0.115074,2.01148,0.54917
0.112583,2.02568,0.609518
0.10952,2.02948,0.6683
0.106315,2.03064,0.727337
0.102625,2.02164,0.783762
0.0997019,2.02872,0.847155
0.0954898,2.00719,0.900049
0.092025,2.00154,0.960255
0.00746973,-0.0252445,0.266039
0.00732543,-0.0200866,0.188067
0.00731765,-0.0190092,0.158888
0.0156427,-0.126643,0.190775
0.0160877,-0.127118,0.176719
0.0185731,-0.13181,0.124186
0.0189718,-0.133811,0.120678
0.0169739,-0.110212,0.103532
0.0172938,-0.111685,0.100598
0.0183997,-0.121203,0.10142
0.017925,-0.114397,0.0946162
0.0182353,-0.115634,0.0915729
0.019397,-0.12518,0.0916399
0.0197203,-0.126334,0.0883123
0.0210362,-0.136887,0.0879513
0.0203501,-0.128376,0.0815693
0.0206557,-0.129263,0.0781585
0.0209543,-0.130061,0.0747247
0.0212456,-0.130769,0.0712701
0.0215289,-0.131386,0.0677972
0.0218039,-0.131912,0.0643084
0.02207,-0.132346,0.0608059
0.0223268,-0.132689,0.0572923
0.0225739,-0.13294,0.0537699
0.0228106,-0.133099,0.0502412
0.0230366,-0.133165,0.0467085
-0.981907,3.10808,0.172566
-0.793671,2.50254,0.216576
